,brand,model,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,audio_jack,bluetooth,GPS,NFC,radio,battery,approx_price_EUR,img_url,GSM,LTE,DualSim,NumberOfCores,li-ion,li-po,AMOLED,([^\w]|\b)OLED,TFT,LCD,Android,Windows,iOS
60,alcatel,OT-508A,,Yes,,2010,107 x 46 x 14.3 mm (4.21 x 1.81 x 0.56 in),69.6,Mini-SIM,TFT  65K colors,1.8 inches (~20.7% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),2 MB,,VGA,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 750 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-508a.jpg,GSM,,,1,Yes,,,,TFT,,,,
61,alcatel,OT-565,,Yes,,2010,96 x 46.8 x 16.8 mm (3.78 x 1.84 x 0.66 in),69.6,Mini-SIM,TFT   65K colors,1.77 inches (~21.9% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),2 MB,,VGA,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch565.jpg,GSM,,,1,Yes,,,,TFT,,,,
62,alcatel,OT-S218,,Yes,,2008,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70.0,Mini-SIM,STN  65K colors,1.8 inches (~23.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,2 MB,,,,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 670 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-s218.jpg,GSM,,,1,Yes,,,,,,,,
63,alcatel,OT-S215A,,Yes,,2008,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70.0,Mini-SIM,CSTN  65K colors,1.8 inches (~23.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,2 MB,,,,No,Yes,,,Stereo FM radio,Removable Li-Ion 670 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-s215a.jpg,GSM,,,1,Yes,,,,,,,,
64,BLU,Deejay Flip,,Yes,,2011,92 x 44.5 x 18 mm (3.62 x 1.75 x 0.71 in),70.0,Mini-SIM,TFT  256K colors,2.0 inches (~30.7% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),64 MB ROM,32 MB RAM,1.3 MP,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 700 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/blu-deejay-flip.jpg,GSM,,,1,Yes,,,,TFT,,,,
65,LG,KG245,,Yes,,2006,89 x 46 x 21.9 mm (3.50 x 1.81 x 0.86 in),70.0,Mini-SIM,TFT  256K colors,,128 x 160 pixels,,,,,No,8 MB,,VGA| LED flash,No,No,Yes,,,No,Removable Li-Ion 830 mAh battery,130.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kg245.gif,GSM,,,1,Yes,,,,TFT,,,,
66,LG,KG110,,Yes,,2006,102.8 x 44 x 16.5 mm (4.05 x 1.73 x 0.65 in),70.0,Mini-SIM,CSTN  65K colors,1.5 inches (~16.0% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-kg110.gif,GSM,,,1,Yes,,,,,,,,
67,Micromax,X114,,Yes,,2009,106 x 45.5 x 14 mm (4.17 x 1.79 x 0.55 in),70.0,Mini-SIM,CSTN  65K colors,1.5 inches (~15.0% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,,,No,Yes,,,Stereo FM radio,Removable Li-Ion 1050 mAh battery,20.0,http://cdn2.gsmarena.com/vv/bigpic/x114.jpg,GSM,,,1,Yes,,,,,,,,
68,Pantech,PG-3200,,Yes,,2005,70 x 43 x 18 mm (2.76 x 1.69 x 0.71 in),70.0,Mini-SIM,TFT  256K colors,,128 x 128 pixels,,,,,No,3.5 MB,,VGA| LED flash,No,No,Yes,,,No,Removable Li-Ion 760 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/pantech-pg3200.gif,GSM,,,1,Yes,,,,TFT,,,,
69,Philips,M200,,Yes,,2008,105 x 44 x 15.3 mm (4.13 x 1.73 x 0.60 in),70.0,Mini-SIM,CSTN  65K colors,1.8 inches (~22.1% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD (dedicated slot),3 MB,,,,No,Yes,,,FM radio,Removable Li-Po 1050 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/philips-m200.jpg,GSM,,,1,,Yes,,,,,,,
70,Samsung,C510,,Yes,,2008,80 x 40 x 16.7 mm (3.15 x 1.57 x 0.66 in),70.0,Mini-SIM,CSTN  65K colors,1.67 inches (~27.4% screen-to-body ratio),128 x 160 pixels (~123 ppi pixel density),,,,,No,2 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/samsung-c510.jpg,GSM,,,1,Yes,,,,,,,,
71,Samsung,E230,,Yes,Yes,2007,89.8 x 45.8 x 15.7 mm (3.54 x 1.80 x 0.62 in),70.0,Mini-SIM,TFT  65K colors,1.9 inches (~27.6% screen-to-body ratio),128 x 160 pixels (~108 ppi pixel density),,,,,microSD (dedicated slot),10 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 750 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-e230.gif,GSM,,,1,Yes,,,,TFT,,,,
72,Samsung,C160,,Yes,,2007,106.5 x 43.5 x 15.4 mm (4.19 x 1.71 x 0.61 in),70.0,Mini-SIM,CSTN  65K colors,1.5 inches (~15.7% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,600 KB,,,,No,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,40.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c160.gif,GSM,,,1,Yes,,,,,,,,
73,Samsung,C230,,Yes,,2005,105 x 43 x 19 mm (4.13 x 1.69 x 0.75 in),70.0,Mini-SIM,UFB  65K colors,1.5 inches (~16.1% screen-to-body ratio),128 x 128 pixels| 5 lines (~121 ppi pixel density),,,,,No,,,,,No,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/samsung-c230.gif,GSM,,,1,Yes,,,,,,,,
74,Sharp,GX18,,Yes,,2008,106 x 45 x 11.5 mm (4.17 x 1.77 x 0.45 in),70.0,Mini-SIM,TFT  65K colors,1.8 inches (~21.4% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,7 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/sharp-gx18.jpg,GSM,,,1,Yes,,,,TFT,,,,
75,Sony Ericsson,Xperia Pureness,HSPA,Yes,Yes,2009,102 x 43 x 13 mm (4.02 x 1.69 x 0.51 in),70.0,Mini-SIM,Transparent  monochrome,1.8 inches (~22.9% screen-to-body ratio),240 x 320 pixels (~222 ppi pixel density),,,,,No,2 GB,,,,No,Yes,,,Stereo FM radio| RDS,Non-removable Li-Po battery,240.0,http://cdn2.gsmarena.com/vv/bigpic/se-xperia-pureness.jpg,GSM,,,1,,Yes,,,,,,,
76,Vodafone,526,,Yes,,2008,107 x 47 x 11.8 mm (4.21 x 1.85 x 0.46 in),70.0,Mini-SIM,CSTN  65K colors,1.7 inches (~18.1% screen-to-body ratio),128 x 160 pixels (~121 ppi pixel density),,,,,No,1.5 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 670 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/vodafone-526.jpg,GSM,,,1,Yes,,,,,,,,
77,alcatel,OT-318D,,Yes,,2012,109 x 46 x 14 mm (4.29 x 1.81 x 0.55 in),71.0,Dual SIM (Mini-SIM),TFT  256K colors,1.8 inches (~20.3% screen-to-body ratio),120 x 160 pixels (~114 ppi pixel density),,52 MHz,,,microSD  up to 2 GB (dedicated slot),0.2 MB,,VGA,No,Yes,Yes,,,FM radio| RDS,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-ot318d.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
78,alcatel,OT-317D,,Yes,,2012,109 x 46 x 14 mm (4.29 x 1.81 x 0.55 in),71.0,Dual SIM (Mini-SIM),TFT  256K colors,1.8 inches (~20.3% screen-to-body ratio),120 x 160 pixels (~114 ppi pixel density),,52 MHz,,,microSD  up to 2 GB (dedicated slot),0.2 MB,,VGA,No,Yes,Yes,,,FM radio| RDS,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-ot317d.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
79,alcatel,OT-222,,Yes,,2009,90 x 44.5 x 11.3 mm (3.54 x 1.75 x 0.44 in),71.0,Mini-SIM,CSTN  65K colors,1.45 inches (~16.9% screen-to-body ratio),128 x 128 pixels (~125 ppi pixel density),,,,,No,,,,,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-ot-222.jpg,GSM,,,1,Yes,,,,,,,,
80,Philips,E210,,Yes,,2009,104.7 x 44 x 13.9 mm (4.12 x 1.73 x 0.55 in),71.0,Mini-SIM,CSTN  65K colors,1.8 inches (~22.1% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),2 MB,,VGA,No,No,Yes,,,FM radio,Removable Li-Po 820 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/philips-e210.jpg,GSM,,,1,,Yes,,,,,,,
81,Samsung,Z370,Yes  384 kbps,Yes,Yes,2006,112 x 50 x 8.4 mm (4.41 x 1.97 x 0.33 in),71.0,Mini-SIM,TFT  256K colors,1.9 inches (~20.3% screen-to-body ratio),220 x 176 pixels (~148 ppi pixel density),,,,,microSD (dedicated slot),20 MB,,2 MP,VGA videocall camera,No,Yes,,,No,Removable Li-Ion 900 mAh battery,140.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-z370.gif,GSM,,,1,Yes,,,,TFT,,,,
82,Samsung,C140,,Yes,,2007,104.2 x 44.2 x 16.2 mm (4.10 x 1.74 x 0.64 in),71.0,Mini-SIM,UFB  65K colors,1.6 inches (~17.9% screen-to-body ratio),128 x 128 pixels (~113 ppi pixel density),,,,,No,600 KB,,,,No,Yes,,,No,Removable Li-Ion 800 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c140.gif,GSM,,,1,Yes,,,,,,,,
83,Samsung,X620,,Yes,,2005,106 x 45.5 x 20 mm (4.17 x 1.79 x 0.79 in),71.0,Mini-SIM,TFT  65K colors,1.7 inches (~18.9% screen-to-body ratio),128 x 160 pixels (~121 ppi pixel density),,,,,No,3 MB,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/samsung-x620.gif,GSM,,,1,Yes,,,,TFT,,,,
84,Sony Ericsson,W880,Yes  384 kbps,Yes,,2007,103 x 46.5 x 9.5 mm (4.06 x 1.83 x 0.37 in),71.0,Mini-SIM,TFT  256K colors,1.8 inches (~20.9% screen-to-body ratio),240 x 320 pixels (~222 ppi pixel density),,,,,Memory Stick Micro (M2)  up to 4 GB  1 GB included,16 MB,,2 MP,VGA videocall camera,No,Yes,,,No,Removable Li-Po 950 mAh battery (BST-33),100.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-w880.gif,GSM,,,1,,Yes,,,TFT,,,,
85,Vodafone,830i,HSPA 3.6/0.384 Mbps,Yes,Yes,0,103 x 51.5 x 13.3 mm (4.06 x 2.03 x 0.52 in),71.0,Mini-SIM,TFT  256K colors,,240 x 320 pixels,,,,,microSD  up to 2 GB (dedicated slot),10 MB,,3.15 MP| autofocus,CIF,No,Yes,,,No,Removable Li-Ion battery,170.0,http://cdn2.gsmarena.com/vv/bigpic/vodafone-830i.jpg,GSM,,,1,Yes,,,,TFT,,,,
86,VK Mobile,VK1100,,Yes,,2006,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),71.4,Mini-SIM,CSTN  65K colors,,128 x 143 pixels,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/vkmobile-vk1100.gif,GSM,,,1,Yes,,,,,,,,
87,LG,KP170,,Yes,,2008,105.2 x 45.6 x 13.9 mm (4.14 x 1.80 x 0.55 in),72.0,Mini-SIM,TFT  256K colors,1.77 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,4 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 900 mAh battery,20.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kp170.jpg,GSM,,,1,Yes,,,,TFT,,,,
88,LG,KP220,,Yes,Yes,2008,103 x 46 x 12 mm (4.06 x 1.81 x 0.47 in),72.0,Mini-SIM,TFT  256K colors,1.7 inches (~18.9% screen-to-body ratio),120 x 160 pixels (~118 ppi pixel density),,,,,microSD (dedicated slot),60 MB,,1.3 MP,No,No,Yes,,,FM radio,Removable Li-Ion 750 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kp220.jpg,GSM,,,1,Yes,,,,TFT,,,,
89,LG,B2050,,Yes,,2005,105 x 44 x 15.9 mm (4.13 x 1.73 x 0.63 in),72.0,Mini-SIM,CSN  65K colors,1.5 inches (~15.7% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,1.4 MB,,,,No,Yes,,,No,Removable Li-Ion 780 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-b2050.gif,GSM,,,1,Yes,,,,,,,,
90,Mitsubishi,M528,,Yes,,2004,76 x 43 x 22 mm (2.99 x 1.69 x 0.87 in),72.0,Mini-SIM,CSTN  65K colors,,128 x 128 pixels,,,,,No,2 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/mitsubishi-m528.gif,GSM,,,1,Yes,,,,,,,,
91,Pantech,GB300,,Yes,,2004,99 x 46 x 18 mm (3.90 x 1.81 x 0.71 in),72.0,Mini-SIM,STN  65K colors,1.6 inches| 28 x 30 mm (~18.1% screen-to-body ratio),128 x 128 pixels| 1.5 inches (~113 ppi pixel density),,,,,No,2 MB,,,,No,Yes,,,No,Removable Li-Ion 850 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/pthgb300.gif,GSM,,,1,Yes,,,,,,,,
92,Samsung,F210,,Yes,Yes,2007,87.8 x 31 x 20.5 mm (3.46 x 1.22 x 0.81 in),72.0,Mini-SIM,TFT  256K colors,1.46 inches (~22.0% screen-to-body ratio),128 x 220 pixels (~174 ppi pixel density),,,,,microSD (dedicated slot),1 GB,,2 MP,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 750 mAh battery,100.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-f210.gif,GSM,,,1,Yes,,,,TFT,,,,
93,Samsung,C450,,Yes,,2007,103.5 x 44.5 x 14.9 mm (4.07 x 1.75 x 0.59 in),72.0,Mini-SIM,TFT  65K colors,1.52 inches (~16.2% screen-to-body ratio),128 x 128 pixels (~119 ppi pixel density),,,,,No,2 MB,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c450.gif,GSM,,,1,Yes,,,,TFT,,,,
94,Samsung,X830,,Yes,Yes,2006,84 x 30 x 20 mm (3.31 x 1.18 x 0.79 in),72.0,Mini-SIM,TFT  256K colors,1.46 inches (~23.7% screen-to-body ratio),128 x 220 pixels (~174 ppi pixel density),,,,,No,1 GB,,1.3 MP,No,No,Yes,,,No,Removable Li-Po 800 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-x830.gif,GSM,,,1,,Yes,,,TFT,,,,
95,Samsung,C180,,Yes,,2007,105 x 42 x 8.9 mm (4.13 x 1.65 x 0.35 in),72.0,Mini-SIM,CSTN  65K colors,1.52 inches (~16.9% screen-to-body ratio),128 x 128 pixels (~119 ppi pixel density),,,,,No,2 MB,,,,No,Yes,,,No,Removable Li-Ion 730 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/samsung-c180.gif,GSM,,,1,Yes,,,,,,,,
96,Sony Ericsson,W888,,Yes,,2007,103 x 46.5 x 9.5 mm (4.06 x 1.83 x 0.37 in),72.0,Mini-SIM,TFT  256K colors,1.8 inches (~20.9% screen-to-body ratio),240 x 320 pixels (~222 ppi pixel density),,,,,Memory Stick Micro (M2)  up to 4 GB  1 GB included,10 MB,,2 MP,No,No,Yes,,,No,Removable Li-Ion battery,130.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-w888.gif,GSM,,,1,Yes,,,,TFT,,,,
97,Samsung,E1360,,Yes,Yes,2009,96.8 x 45.2 x 18 mm (3.81 x 1.78 x 0.71 in),96.8,Mini-SIM,STN  65K colors,1.77 inches (~22.5% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,2 MB,,,,No,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,40.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-e1360.jpg,GSM,,,1,Yes,,,,,,,,
98,alcatel,OT-383,,Yes,,2009,91 x 45 x 19.2 mm (3.58 x 1.77 x 0.76 in),73.0,Mini-SIM,TFT  65K colors,1.8 inches (~24.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,2 MB,,VGA,No,No,Yes,,,FM radio| RDS,Removable Li-Ion 650 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-383.jpg,GSM,,,1,Yes,,,,TFT,,,,
99,alcatel,OT-363,,Yes,,2009,90.5 x 44.5 x 19.6 mm (3.56 x 1.75 x 0.77 in),73.0,Mini-SIM,CSTN  65K colors,1.8 inches (~25.3% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,2 MB,,VGA,No,No,Yes,,,FM radio| RDS,Removable Li-Ion 650 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-363.jpg,GSM,,,1,Yes,,,,,,,,
100,BLU,Deco,,Yes,,2011,103 x 57.6 x 12.5 mm (4.06 x 2.27 x 0.49 in),73.0,Mini-SIM,TFT  256K colors,2.31 inches (~27.9% screen-to-body ratio),320 x 240 pixels (~173 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),256 MB ROM,64 MB RAM,2 MP,No,Yes,Yes,,,FM radio,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/blu-deco.jpg,GSM,,,1,Yes,,,,TFT,,,,
101,Haier,Z3000,,Yes,,2004,76 x 40 x 20 mm (2.99 x 1.57 x 0.79 in),73.0,Mini-SIM,4096 colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,FM radio,Removable Li-Ion 530 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/haz3000.gif,GSM,,,1,Yes,,,,,,,,
102,LG,KU580,Yes  384 kbps,Yes,,2007,94 x 53 x 16.5 mm (3.70 x 2.09 x 0.65 in),73.0,Mini-SIM,TFT  256K colors,2.0 inches (~24.9% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD (dedicated slot),45 MB,,2 MP,VGA videocall camera,No,Yes,,,FM radio,Removable Li-Ion 860 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-ku580.gif,GSM,,,1,Yes,,,,TFT,,,,
103,LG,KU250,Yes  384 kbps,Yes,,2007,110.9 x 46.7 x 15.6 mm (4.37 x 1.84 x 0.61 in),73.0,Mini-SIM,TFT  256K colors,1.7 inches (~17.6% screen-to-body ratio),176 x 220 pixels (~166 ppi pixel density),,,,,microSD (dedicated slot),10 MB,,1.3 MP,CIF videocall camera,No,Yes,,,No,Removable Li-Po 950 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-ku250.gif,GSM,,,1,,Yes,,,TFT,,,,
104,LG,KE820,,Yes,Yes,2006,95 x 52 x 9.9 mm (3.74 x 2.05 x 0.39 in),73.0,Mini-SIM,TFT  256K colors,2.0 inches (~25.5% screen-to-body ratio),220 x 176 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot)  128 MB included,16 MB,,2 MP| LED flash,No,No,Yes,,,FM radio,Removable Li-Ion 750 mAh battery,110.0,http://cdn2.gsmarena.com/vv/bigpic/lg-ke820.gif,GSM,,,1,Yes,,,,TFT,,,,
105,LG,B2150,,Yes,,2005,105 x 44 x 15.9 mm (4.13 x 1.73 x 0.63 in),73.0,Mini-SIM,CSTN  65K colors,1.6 inches (~17.9% screen-to-body ratio),128 x 128 pixels (~113 ppi pixel density),,,,,No,1.3 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-b2150.gif,GSM,,,1,Yes,,,,,,,,
106,LG,B2100,,Yes,,2005,103 x 43 x 16 mm (4.06 x 1.69 x 0.63 in),73.0,Mini-SIM,CSTN  65K colors,1.5 inches (~16.4% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,1.3 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 780 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-b2100.gif,GSM,,,1,Yes,,,,,,,,
107,LG,B2000,,Yes,,2005,104 x 43 x 15.9 mm (4.09 x 1.69 x 0.63 in),73.0,Mini-SIM,CSTN  65K colors,1.5 inches (~16.2% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,,No,Yes,,,FM radio,Removable Li-Ion 780 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-b2000.gif,GSM,,,1,Yes,,,,,,,,
108,Samsung,C250,,Yes,,2007,86 x 42 x 19 mm (3.39 x 1.65 x 0.75 in),73.0,Mini-SIM,CSTN  65K colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,Stereo FM radio,Removable Li-Ion 800 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c250.gif,GSM,,,1,Yes,,,,,,,,
109,Nokia,1680 classic,,Yes,Yes,2008,108 x 46 x 15 mm| 66 cc (4.25 x 1.81 x 0.59 in),73.7,Mini-SIM,TFT  65K colors,1.85 inches (~21.7% screen-to-body ratio),128 x 160 pixels (~111 ppi pixel density),,,,,No,11 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 700 mAh battery (BL-5CA),40.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-1680-classic.jpg,GSM,,,1,Yes,,,,TFT,,,,
110,alcatel,OT-361,,Yes,,2011,91 x 44.8 x 19.4 mm (3.58 x 1.76 x 0.76 in),74.0,Mini-SIM,TFT  256K colors,1.77 inches (~24.2% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,52 MHz,,,No,1.8 MB,,VGA,No,Yes,Yes,,,FM radio| RDS,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch361.jpg,GSM,,,1,Yes,,,,TFT,,,,
111,Micromax,X310,,Yes,,2010,110.3 x 49.3 x 12.3 mm (4.34 x 1.94 x 0.48 in),74.0,Dual SIM (Mini-SIM),CSTN  65K colors,2.2 inches (~28.0% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,1.3 MP,No,No,Yes,,,Stereo FM radio| recording,Removable Li-Ion 900 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-x310.jpg,GSM,,Yes,1,Yes,,,,,,,,
112,Nokia,5000,,Yes,Yes,2008,106 x 46 x 11.1 mm| 54 cc (4.17 x 1.81 x 0.44 in),74.0,Mini-SIM,TFT  65K colors,2.0 inches (~25.4% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,No,12 MB,,1.3 MP,No,No,Yes,,,FM radio,Removable Li-Ion 700 mAh battery (BL-4B),70.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-5000.jpg,GSM,,,1,Yes,,,,TFT,,,,
113,Samsung,C520,,Yes,,2007,84.4 x 45.1 x 18.2 mm (3.32 x 1.78 x 0.72 in),74.0,Mini-SIM,TFT  65K colors,1.67 inches (~23.1% screen-to-body ratio),128 x 160 pixels (~123 ppi pixel density),,,,,No,600 KB,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 750 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c520.gif,GSM,,,1,Yes,,,,TFT,,,,
114,Samsung,C275,,Yes,,2008,88 x 45 x 19.8 mm (3.46 x 1.77 x 0.78 in),74.0,Mini-SIM,CSTN  65K colors,1.5 inches (~18.3% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,600 KB,,,,No,Yes,,,FM radio,Removable battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c275.jpg,GSM,,,1,,,,,,,,,
115,Samsung,C270,,Yes,,2008,88.1 x 45.6 x 19.8 mm (3.47 x 1.80 x 0.78 in),74.0,Mini-SIM,CSTN  65K colors,1.5 inches (~18.1% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,600 KB,,,,No,Yes,,,No,Removable Li-Ion 750 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c270.jpg,GSM,,,1,Yes,,,,,,,,
116,Samsung,C260,,Yes,,2007,88 x 45 x 19.8 mm (3.46 x 1.77 x 0.78 in),74.0,Mini-SIM,UFB  65K colors,1.5 inches (~18.3% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,600 KB,,,,No,Yes,,,No,Removable Li-Ion 750 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c260.gif,GSM,,,1,Yes,,,,,,,,
117,VK Mobile,VK2200,,Yes,,2006,97.8 x 49.5 x 12.5 mm (3.85 x 1.95 x 0.49 in),74.0,Mini-SIM,TFT  260K colors,1.66 inches (~17.9% screen-to-body ratio),176 x 220 pixels (~170 ppi pixel density),,,,,No,128 MB,,4 MP,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/vkmobile-vk2200.gif,GSM,,,1,Yes,,,,TFT,,,,
118,Samsung,E2100B,,Yes,,2009,108 x 43.6 x 14.3 mm (4.25 x 1.72 x 0.56 in),74.1,Mini-SIM,TFT  256K colors,1.77 inches (~20.9% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,7 MB,,VGA,No,No,Yes,,,FM radio| RDS| recording,Removable Li-Ion 800 mAh battery,40.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2100.jpg,GSM,,,1,Yes,,,,TFT,,,,
119,alcatel,OT-I650 SPORT,,Yes,,2008,102 x 45 x 15.9 mm (4.02 x 1.77 x 0.63 in),75.0,Mini-SIM,OLED  65K colors,1.8 inches (~22.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD (dedicated slot),2 MB,,1.3 MP,No,No,Yes,,,No,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-sport.jpg,GSM,,,1,Yes,,,OLED,,,,,
